Stock,Median.LTAvg,SIQR.LTAvg,Median.Curr,SIQR.Curr,Median.CurrLS,SIQR.CurrLS,Median.CurrLS2,SIQR.CurrLS2,Median.CurrLS3,SIQR.CurrLS3,Median.PercChange,SIQR.PercChange,Median.PercChange2,SIQR.PercChange2,Median.PercChange3,SIQR.PercChange3
Swan/Stephens,60.05210913252423,0.3949820380715656,40.01162985122274,0.5083847497678609,39.91406839055636,0.4977726444254265,39.810780851617906,0.517165584016748,40.01162985122274,0.5153465053986648,-33.37181586257986,28.71085284028742,-0.2587747706592787,3.895943219962698,0.24442875557499064,3.5304995503566854
Babine Late Wild,505.91996943367184,0.5268173086069398,375.46805813126343,0.44124721435794767,368.8787537320659,0.4555323739848037,368.74477737853226,0.4563159332161472,370.1599148799309,0.4545393717312268,-25.78508839025205,-16.242840326424478,-0.03631988890065964,0.1720095598232243,0.3473122631496335,-0.21798719702191197
Pinkut,438.9159844969762,0.7992705960222126,339.45674916027116,1.017393329466004,329.068234230604,1.0026827428600484,331.12863685940437,0.9976614991301891,330.6562488060393,1.0120911655886038,-22.66019895600094,27.29022367760537,0.6261323380598743,-0.500780906584347,0.48257911589317,0.9383249881930554
Damdochax,6.5803733450655155,0.3147793569636423,5.156912859735628,0.21293270707596665,5.097177595422414,0.2090309138717506,5.104191415195728,0.20736540232112993,5.14301590829262,0.21376861753847964,-21.631910693901755,-32.35493295052355,0.13760202861310694,-0.7967776247883273,0.8992881258713037,2.2665086129967484
Nass,432.17788629819603,0.6707837975437222,360.59235318397936,0.4095973879753414,355.584905006172,0.3916635963770635,356.45589675955483,0.3934718014357202,354.9520191742746,0.38881715314582166,-16.56390467531321,-38.93749528906241,0.2449462114731004,0.4616729957501328,-0.17798444843614855,-0.7267571603722648
Slamgeesh,0.4781902637525108,0.27400060011020244,0.4111033008171935,0.3657049402301323,0.41019645251558295,0.3634325020166533,0.4090703887432778,0.36365519783708844,0.41019645251558295,0.35757517832174296,-14.029345225238293,33.468663967541154,-0.2745181645037321,0.06127570297082423,0,-1.6116675482816134
Meziadin,241.5391043683717,0.31869222401442876,212.57646607494922,0.26685628473558515,211.4923692393054,0.2752078828040323,211.82585726948528,0.2707299634738832,212.19986638800597,0.2635067799276843,-11.990869291811038,-16.26520365821563,0.15768324473331424,-1.6271043127560871,0.3345260877474229,-4.251732456617181
Lower Nass Sea & River Type,95.84885789121633,0.8952248102093842,84.37825529613355,1.097356698043184,84.40691770106378,1.108380713500787,84.45460120257717,1.1178856726383533,85.41942406327775,1.099129243529338,-11.96738578575588,22.578897002030487,0.056492409404475696,0.8575536385458287,1.1995537685665434,-0.8346834132676759
Babine Early Wild,92.38187077807216,0.43942537622369127,87.39605847902631,0.4054695990530948,87.03484864293898,0.3946633479408221,87.27134852225075,0.38143458838826644,87.54802125896444,0.3915964327694958,-5.396959659999966,-7.727313670959029,0.2717300977703746,-3.351909829371649,0.5896174050129521,-0.7770965272878999
Johnston,5.803676973704742,0.10175788432570966,5.564651919645376,0.17374633560569153,5.533808125818276,0.17650994118791552,5.547517458899741,0.178843803514752,5.533808125818276,0.17675719215671298,-4.118510646652772,70.74483884664808,0.24773777423730006,1.3222271284719294,0,0.14007764499464406
Bear,6.169850135161197,0.19521742449809376,5.967754101079023,0.18903117412463552,5.94254602072124,0.18127676723557798,5.955991852949503,0.18253132092775298,5.947583913967959,0.18539881640671702,-3.2755420254124976,-3.1689027705201838,0.2262638300381491,0.6920653491931759,0.08477668038501461,2.273898213212415
Fulton,577.2900524844628,0.8968902103538738,568.1856713691263,1.0752868087784266,565.2457308824381,1.1306952734910765,553.3469360544858,1.0558933546109706,559.949227205375,1.0871102086249778,-1.5770895542291496,19.890572599088273,-2.1050658462075207,-6.615568370525805,-0.937026745658826,-3.854713633986255
Morice,15.929977434570684,0.2135426669706261,15.680439103189492,0.2450056204196244,15.798432706789129,0.23311338477390048,15.588215351798015,0.22549824263565177,15.736596233874627,0.23154539346494296,-1.566470087017532,14.733801865144914,-1.3306215805873927,-3.26671166721496,-0.39140890784646104,-0.6726303212826372
Sustut,0.9879361977970045,0.2477214268248987,0.9837878942867767,0.24809699574679464,0.9812069701082676,0.2355308087059502,0.9860541197958982,0.2430749511164091,0.9828238130707818,0.2385899625618282,-0.41989589200984045,0.15160938103324073,0.4939987011196651,3.2030384695351772,0.16478103109436382,1.2988338437275249
Kitsumkalum,23.131015985827215,0.20417925272126544,23.11287860039084,0.23927983490198682,23.149463541321403,0.22753291558137423,23.197319010489107,0.23137145434274545,23.081604475866094,0.23136997247501645,-0.0784115382026041,17.191062124533683,0.20672387972310566,1.6870256998040418,-0.29313450540303393,1.6863744236028773
Mcdonell,3.430428124356517,0.1880794242496801,3.4450518562816232,0.18253851130620627,3.428532084058172,0.1850903513318671,3.4487556918362716,0.18354568585216208,3.428532084058172,0.18298853239679233,0.4262946604616427,-2.946049503064267,0.5898619958125587,-0.8345467327659022,0,-1.1355637503254885
Asitka,1.9809872256697194,1.1422512610818174,1.9931547834705474,1.1233359428115002,1.9463436471734965,1.1586883564946835,1.921412624029218,1.093171321442235,1.9669322286755813,1.113942227937961,0.6142168734437198,-1.6559682545154448,-1.2809157920536591,-5.654413862468909,1.057808138454054,-3.861791508123079
Motase,0.9666753353184694,0.6139054806844525,0.9742301454437741,0.6081881633636614,0.9717852984777785,0.5982052208075729,0.9630785501098246,0.5989184949017954,0.9663729090047672,0.6019955915471888,0.7815250735466194,-0.9313025377158609,-0.8959539089130367,0.11923568524854893,-0.5569532160539246,0.6336238146666445
Alastair,20.50303342898407,0.21233080961392212,20.819305670510495,0.23856451163051798,21.154780734035974,0.2336816187461536,21.178495971365386,0.23187324997258546,21.197345763077315,0.23154644874337954,1.5425631656988081,12.35510855174348,0.11210344190077182,-0.7738600850469745,0.2012076115393636,-0.9137090089629463
Babine Mid Wild,29.93303105709324,0.33487517552508644,30.69498123560274,0.3344123655485392,30.691971160991066,0.3428129389314828,30.686834514186287,0.3414147250774506,30.58697129954735,0.33024903534702976,2.5455162795113666,-0.1382037279477499,-0.016736125476706828,-0.4078649593537288,-0.3421085628321264,-3.664944393176521
Lakelse,20.777392336242844,0.2133683025995223,21.35939888200515,0.23151227330322496,21.57355613954304,0.22599858281298818,21.52595386211894,0.23343036697786457,21.45849547905063,0.23782961882150347,2.801152985627982,8.503592371804942,-0.22065104666193933,3.288420693782015,-0.5333411874619558,5.235004512530668
SkeenaWild,681.8327566593414,0.8916667740234143,706.0325559250527,0.8016288683548881,690.6575643609182,0.7535013572389622,703.1499428412491,0.7700458249590154,688.7779757449197,0.7689713717730455,3.549228022466818,-10.097707831172578,1.8087658957142414,2.1956785559984606,-0.2721447954801939,2.0530838312979007
Skeena,2459.7435042872935,0.7283948582576912,2644.6380328927994,0.6498239231760561,2607.601868668602,0.6458594578229568,2629.385887744614,0.6487020111390643,2606.0414454231686,0.645982488037417,7.516821501235296,-10.78686020238742,0.8354043359822653,0.4401194844601471,-0.059841314894822445,0.01904906910782831
Kwinageese,12.575015598895531,0.5596668919439582,16.523685727407436,0.8668887862932694,16.89161991243858,0.9280225923338685,16.93390388820657,0.9288500945995647,16.526153615304025,0.969916440947992,31.4009163444594,54.89370530427491,0.2503251670779867,0.0891683319492358,-2.1635953154820444,4.514313440232672
Kitwanga,18.713572413484542,1.2388644176649164,25.373088823177714,1.0901324678066606,26.074411667473303,0.9628781793866753,24.97636271505647,1.0385718889737638,25.51646716990972,1.0456773994248425,35.58655858191186,-12.005506634744938,-4.211212764530362,7.861192745618473,-2.139816248508468,8.599137649054196
